,texts,labels
1058,ከአፄ ሚኒሊክ መልካም ተግባር መልካም ስራ አትርፍ ከአፄ ሚኒሊክ ስህተት ተማር ለአንተ እና ለሀገር የሚጠቅመው እሱ ነው ,positive
1059,የምኒልክ ሀውልት  አኖሌ እና ጨለንቆም መፍረስ አለባቸው,positive
1060,በክረምት የድሀን ቤት እያፈረሱ መንገድ ጠረጋ ምን የሚሉት ነው የፅዳት ከችግኝ  ከኢኮኖሚ ቅዲሚያ ለሰበአዊ ፍጥሮች,negative
1061,ምናል ቅድሚያ እዛው ፊትላፊታቹ ያሉ ቦርቀው ጠግባው ያልበሉ ያኔ ብጤ ህፅናት ሴት ልጆች ባይናቹ አይታዮም  ከነሱ ነባር ፅደቱን መጀማር የነበረባቹ ቅድሚያ ትልቅ እና ክብር ለሆነው ለሰው ልጅ ህወት ማደን ስራ ነው,positive
1062,የአኖሌ ሀውልት አካባቢንም በደንብ ያፅዱት ንገሯቸው አይ የዛፉ መንግስት ስስታም,negative
1063,እኛን የበከለን የስፈር ቆሻሻ አይደለም አሸባሪው መንግስት እስከ ግብረ አበሮቹ መጀመሪያ አንጎላችውን ያፅዳ,negative
1064,ጠዋት ተነስቶ ሚካኤል ቤተ ክርስቲያንማ ሚሳለም ነው ይህ ጅል መናፍቅ ተነስቶ ፎቶ ይነሳ እንጅ,negative
1065,ፊንፍኔ በታሪክም በህግም የኦሮሞ እምብርት ናት,positive
1066,ቆሻሻ ሲፀዳ እያየ የሚናደድ ህዝብን እንዴት መምራት ይቻላል ጎበዝ,neutral
1067,ወያኔ ለ አመታት አቆሸሾ የነበረውን ጀግኖቻችን በ አመት እድሜ አገር ለአገር እዬዞሩ እያፀዱ ይገኛሉ  ስለዝህ ከነዝህ አገር ወዳድ ለሆኑ አንበሶቻችን ጎን ቁመን ማበረታታትና ማገዝ አለብን,positive
1068,ሰው በኑሮ ውድነት ይቆላል ይሄ ገልቱ ፅዳት ሰራተኛ ሆኖ እርፍ ,negative
1069,ለማሳያ አንድ ሁለቴ ይበቃ ነበር  ይሄ ፋራ ግን በየቀኑ,negative
1070,እሱን ወዲያ ጣል አድርግና ወደ አርሲ ሮቤ የሚወስደውን መንገድ አሠራው ,neutral
1071,እኔ የሚገርመኝ ችግኝ ሲተከል ከተቃወሙ  ቆሻሻ ሲፀዳ ከተቀወሙ  ይህ ሰው በእውነት ሀገሩ እና ራሱንም የከዳ ጤነኛ የልሆነ ነው ,negative
1072,ምእራብ አርሲ ዞንም ሲራሮንም በእግረመንገዳቸው ቢቃኙልን ምን አለበት ,neutral
1073,እናንተ ጀዝቦች የዚህ ዜና አርዕስት የወጪ ንግዱ በበመቶ ወድቋል ነው መሆን ነው ያለበት,negative
1074,በተቃራንው ደግሞ ደቡቤ ተብሎ የህዝብ ማንነት በጠፋበት ክልል ውስጥ የተንቀሳቀሱ ደእህዴን  ቢሊዮን ብር በላይ ጠፍቶብኛል እያሌ ይገኛል,negative
1075,ትርፍ ተገኘ ለማለት አንደኛ ለብድር አንደኛ ወጪ ሲባል ግን አይሰማም ጉድ እኮ ነው ዘንድሮ,negative
1076,አቤት ውሸት መንግስት መዋሸት የለበትም በአገራችን ላይ ያለውን ተጨባጭ ሁኔታ እያወቅነው ለምን ይዋሻል እንኳን የውጭ ገቢ ያገር ውስጡንም ግብር በአግባቡ መሰብሰብ እንዳልተቻለ ይታወቃል,negative
1077,ከአምና ቀነሰ ማለት ነው ለውጥ ነው,negative
1078,ምን ያልቀነሰ ነገር አለ ወራዳ መሪዎች እስካሉ,negative
1079,ኢትዮጵያ ከአብይ ጋር ወደፊት ቅር የሚላችሁ ካላችሁ ተደፉ,positive
1080,እኔ ኦሮሞ ነኝ በውሸት ግን ምኒልክን አልጠላም,positive
1081,መጥፋቱ ስለማይቀር ሚስጥር ብታደርጉት ጥሩ ነው   ለራሳችሁ ስትሉ ለኛ ስሙኒ እንደማናገኝ እናውቃለን ,neutral
1082,ምን ዋጋ አለው በዚህ ይገባል በጫሌ በኮንትሮባንዲስች ይወጣል,negative
1083,እየመጣሽ ተኚ የእኛ ቤት ሰፊ ነው ብድር ብድር ኧረ ብድር ይቅርታ የውጪውሥ ሥንት ደረሠ,negative
1084, ቢሊየን ተብሎ ነበር እኮ  የአገር ውስጥ የብድር መጠን  ሚሊየን ብር ብቻ ነው   ቢሊየን ዶላር ነበር የተባልን  ዜናው በጣም የተምታታ ይመስላል ,negative
1085,ተከላው ግን በጎረቤት አገር ኢትዮጵያ ከሚሆን በትግራይ መሆን ነበረበት,neutral
1086,እኔ እድታወሪልኝ የምፈልገው ስለዘረፍሽው ቢሊዮን ዶላር እንጂ ስለተተከለው ቢሎዮን ችግኝ አይደለም የኔ ሌባ,negative
1087,ስንት ህዝብ ተፈናቅሎአል ምነው መሬቱን ለህዝብ ሰጥተው ቢሰራበት,negative
1088,ተመለሱ በቃ እስርቤት ነበር እንጂ የምን ማይክ,negative
1089,ምኒልክን ጡት ሲቆርጥ አላየነውም መለስ ዜናዊን ግን በእስናይፐር የሰው አንገት ሲቆርጥ አይተነዋልአንተ የቀን ጅብ,negative
1090,አኔ የምለው እንግሊዘኛ እውቀት ሳይሆን መግባቢያ ነው አንድ ሰው እንግሊዘኛ የሚናገሩበት አካባቢ ቢኖር አቀላጥፎ ይናገራል ደብተር ይዞ ተምሮ አይደለም አብሮ በመዋል ነው ,positive
1091,ጀግና የጀግና ሚስት እንደሌለቹ ኩሽና ውስጥ ሳትደበቂ ከወንዶቹ በላይ ጦር ሜዳ ከጠላት ተዋግተሽ ሀገርሽና ህዝቧን ለነፃነት ያበቃሽ ጀግና የጀግና ሚስት ነሽ,positive
1092,የሙስናዋ ንግስት አዲስ አበባ ተቀምጣ ሌሎችን መቀሌ የመፈለጉ ጉዳይ ምን እንደሆነ አይገባንም አቢቹ መሸርፈት እና ቡድኑ ድራማዋን በደንብ እኮ ነው የሚተውኗት,negative
1093,ገንዘብሽ እያለቀ ነው መሰል ወደሚዳያ ወጣሽ አንቺም የባልሽን ቀን ይስጥሽ ሌባ,negative
1094,አንደ ኢቶጲያ ህዝብ ካሃዲ የለም ,negative
1095,ሞት ተፍጥራዊ ህግ ነው ማንም ከሞት አያምልጥም ግን ከሞት ማምለጥ የማይችሉ ካሃዲዎች መለስ እሰይ ሞት ሲሉ ይታያሉ ,positive
1096,ከተቃጠል አመድ እንጂ ምን ይገኛል አይ የቀን ጅቦች,negative
1097,የመለስ ተከታይ ነን የሚሉት ልክ እንደዚህ የለውጡን ሀይሎች ከነችግራቸውም ቢሆን ሲደግፉና እውቅና ሲሰጡ   እኛም እንደግፋቸዋለን የሚገባቸውንም ክብር እንሰጣቸዋለን    ,positive
1098,እጅና ጡት ቆራጩን እመዬ ምንሊክ እያሉ መለስን ማንቋሸሽ ከዝህ የበለጠ ሌብነት የለም አጭበረባሪዮች የታሪክ ሌቦች በእትዮጵያ ስም እና በሃይማኖት ስም የምነግዱ ትመክተኞች ሲቀጣ የነበረው ጀግናው መለስ ብቻ ነበረ,positive
1099,ባሏ ባዶ የአፈር ማዳበሪያ ከሚሆን  ችግኝ ላይ ቢውል ብላ ነው,negative
1100,አረ ተው ደና እየረሳን እያገገምን ነው ማን ነበረች ,negative
1101,በምን ቃንቃ ነው ጥሪ ያቀረቡላቸው ባክህ ማሳቅያ የአብዪ ቅጥረኛ የአገርህን ሰላም በጥብጠህ መሮጥ ለኛ ምናችንም አይደለም ኝኝኝኝኝኝኝ አትበለን,negative
1102,አንቺ ጅብ ዘራፊ  ዛሬም ቦታ ተስጥቶሽ ታወሪያለሽ ,negative
1103,ሌባ ይችን ወራዳ አስገቡልን አፍ አለኝ ብላ ታወራለች ,negative
1104,ብአማረኛ ነው ጥሪ ያቀረበው ዝፍጥ,negative
1105,ውይ ይች ሴትዮ  ደባሪ አለች እንዴ በህይወት,negative
1106,አንድ ሰው በህየወት እያለ ጥሩም መጥፎም አሻራ ትቶ ያልፋል ፍፁም ጥሩ ወይም ፍፁም መጥፎ የሚባል ሰው የለም እኚህም ሰው እንደጥፋታቸው ሁሉ ብዙ ጥሩ አሻራ ትተው አልፈዋል በደፈናው ሰውን መስደብና መውቀስ ጥሩ አይደለም,positive
1107,ለዚህ ጃግና አፍርካዊ መሪ ያልተሰራ ሐዉልት ለማን ይሳራል መለስ በታሪክ አጋጣሚ የተገኙ ባለምጡቅ አዕምሮ በለቤት ነበሩ  ሁሌም ስወደሱ ይኖራሉ ታላቁ መር መለስ የሰሩትን ታላቅ ታርክ መስራት ባይቻልም እሳቻዉን ግን ያለማድነቅ ግን ሀጥያት ነዉ ,positive
1108,አንተ ፈሪ ገና ዝፋኑ በጃችን ይገባል ብንታገስ የቀረን መሰለሕ ያኔ እያንዳንድሽ እየታደንሽ ዋጋሽን ታገኛለሽ ጠብቂ,negative
1109,እግዚአብሔር የሚወደዉን ስራ ሰራሽ ,positive
1110,አንች የሌባ ሚስት ካሀዲ ሌባ በደምና በሙስና የተጨማለቀው እጅሽ አረንጓዴ አሻራ በማስቀመጥ አይጠራም ቆሻሻ ሴት,negative
1111,የተከበርሽ ጀግናችን ሁሌም እናከብርሻለን,positive
1112,አህያና ጅብ አማራ አይለያዩም ሲጠግቡም ሲራቡም የፈስ ጭሆት ሁሌም ይዋሻሉ በቅናትም የቀዘኑ ናቸው,negative
1113,መታሰብ የሌለበት ሰው ቢኖር መለስ ነው በኢትዮጵያ ህዝብ ቀልዶ የሄደ ለኔ የመጥፎ ሰው ምሳሌ ነው ምንም ጥሩ ስራ የሌለው ሰው ነበር,negative
1114,ገና ትሪሊየን ትሸምታለች ሳይቼግራት ልጆቿ የነፈጓት ምስኪን ሃገር,negative
1115,ሌብነትሽን በአረንጓዴ አሻራ ፍቅር ተነድፌያለው ብለሽ ልታረሳሽን  አንጀት ልትበይ  ሌባ የሌቦች የጋራ ሚስት ገሰሰ ዜናዊ ሆይ አፈሩን ሰልፈሪክ አሲድ ያድርግልህ,negative
1116,በቂ ነዳጅ ከተገዛ ኑሮ ይረጋጋል,positive
1117,መለስን የመሰለ አስተዋይ መሪ በኢዮጵያ ታሪክ አልነበረም ለወደፊትም አይገኝም አህዮችን ሰው ያደረገ ጀግና መሪ,positive
1118,በስመአብ ወወልድ ወመንፈስ ቅዱስ ይሄ ሰይጣን,negative
1119,የኢትዪብያ የምርጥ ምርጦች ልጁ ነው  እኮ  እኔ ስወደው ምርጥ ኢትዪጲያዊ ነው,positive
1120,እድሜ ለጀዋር እሱ ነወ ዘር ልዩነት ያመጣዉ ይህ ዉሻ,negative
1121,እህ ሥታስጠሉ እናትንም ጨምሮ አስጥላች ዉይ ኤቶጵያን የገደላት መታሰቢያ ሆኖላታል ነብስ አይማረው,negative
1122,መንግስት አገርን የሚያስተዳደርበት ደንብ ሕዝብ ደግሞ የሚከተለው መተዳደሪያው ሕጉ ማለት ነው,neutral
1123,እኔ በህይወቴ ከሚቆጩኝ ነገሮች አንዱ መለስ ዜናዊ ታስሮ እንደ በረከትና ክንፈ ታስሮ ዳቦ ሲለምን አለማየቴ ነው ,negative
1124,ህገ መንግስት ሁሉንም ህብረተሰብ መወከል አለበት,positive
1125,እዬ ሰውዬ ለምን አይበቃውም ኝኝኝኝኝ ይላል,negative
1126,እገመንግስቱ ካልተመለከተክ ለምን ባናትክ አትተከለም ዱቄት አብን,positive
1127,ብሔር ከለሌ እንደ ቱረሰት ሁለም ክልል ውሰጥ መዞር ትችላለህ,positive
1128,ከአላወክ ዝም አትልም,neutral
1129,ዶ/ር አብይ ይህ ሁሉ ተኩላ ይዘህ እንዴት ሀገር ትረጋጋ,positive
1130,ህመንግስቱ የሚሻሻል ከሆነ የራስን ዕድል በራስ የመወሰን እስከመገንጠል ድረስ የሚለው አንቀፅ ያለቅድመ ሁኔታ በሚያስቀምጥ መልኩ መቀረፅ አለበት,positive
1131,ህግ የህዝብ ሁኖ ገዥው ክፍል መስመር ሲስት ለህግ የሚያቀርቡብት ስራት እንዲሆን ነው,positive
1132,ቅመህ መምጣትህ ታስታውቃለክ,negative
1133,ምትክ የማይገኝለት ባለ ሙጡቅ አእምሮ የምን ግዜ ጀግናችን ነብስህ በአፀደ ገነት ያንርልን,positive
1134,መሞቱ ሳይሆን ሁሌ ከልቤ የሚያስደስተኝ በታላቁ ጀግና አበበ ገላዉ ነጎድጓዳማ ድምፅ ደንግጦ በዝያዉ እልም ማለቱ ነዉ አቤ መቼም ይሄን የኢትዮጵያን መርገምት እንደዚያ እሳት ዉስጥ እንደገባ ጮማ ስጋ በማኮማተርህ ልቤ ሁሌም ታከብርሐለች,negative
1135,የምእተ አመቱ ተጽኖ ፈጣሪ አፍሪካዊ መሪያችን ናቸው ነፍሳቸውን ይማር   ,positive
1136,የአሜከላዉ ነቀላ ታስቦ ዋለ አትሉም በነካ እጃችሁ ይህ የባንዳ ልጅ ባንዳ ኢትዮጵያ ሃገራችን ላይ ያመጣብንን ችግር እንዴት ነቅለን ማጥፋት እንዳለብን ባለሙያዎችን ጋብዛችሁ ሃሳብ አሰጡ ,positive
1137,ፈጣሪ የጁን ሰጠዉ እንጅ እኳን ችግኝ ነብስህን አይማረዉ እሚባል ነዉ የቀን ጅብ ለህዋት ብቻ የኖረ,negative
1138,እግዚአብሔርን የምናመሰግነው አፈር ስለከተተልን ነው ቢኖርም ጉዳቱ ስለሚበልጥ ሰይጣን ነበር ከፋፋይ,negative
1139,ክቡር ጠቅላይ ሚንስተር ዶ/ር አብይ እንወድሃለን,positive
1140,የሰይጣን ወንድም ነበር ተገላገልነው ግን ወንድሙ አለ እሱንም አባቴ በተሎ ይቅጨው,negative
1141,ስለዚህ እኛም እንስራ ጥሩ አስተማራችሁን,positive
1142,ቀጥታችሁ ሞታችሃል በርታ በዚሁ ቀጥልበት እንደ ማለት ነው,negative
1143, የአማራ ባንክ የአክሲዮን ሽያጭ ተጀመረ የሚኒሊክና የእቴጌ ጣይቱ ልደት በደመቀ ሁኔታ እየተከበረ ነው ለኛ ኢትዮጵያን ከዚህ የበለጠ ዜና አለ የለም,positive
1144,እንኳን ለእምየ ሚኒሊክ ልደት በዓል አደረሳቹ,positive
1145,ሰው ሀገር ሄዶ በመከራ ውስጥ የሚኖሩ ኢትዬጵያዊያን እስረኞችን በጥበብ አስፈትቶ በሚሄድበት አይሮፕላን ወገኑን ሰብስቦ ሀገሩ ከሚገባ መሪ በላይ ኢትዬጵያን እና ኢትዬጵያዊነት በልቡ የተሸከመ ሰው አለ ብትለኝ አላምንህም  ,positive
1146,ኧረ ቀስ ቀስ ምንድነው ይሄን ያህል ይሄም ወሬ ሆኖ ድፍት ልትሉ ነው እንዴ ,negative
1147,አርቴፊሻል ሽጉጥ ነው እንዴ የተያዘው,negative
1148,የሚገርም ፍርድ ነው እውነት ነው ግን በጣም የሣዝናል,positive
1149,አይ የኢትዬጵያ ወንጀለኛ መቅጫ ህግ የንፁሃን ህዝብን ደም ለማፋሰስ መሳሪያ በድብቅ ሊያስገባ የሞከረን ወንጀለኛ በ አንድ አመት እስራት  በጣም ያሳዝናል,negative
1150,በርግጥ በሙያተኛ ስራ መግባት ባይኖርብኝም እንደዜጋ አስተያየት መስጠት ስለምችል የሰውን ህይወት ማጥፊያ መርዝ ይዞ ስንቀሳቀስ ለነበረ ሰው በ አንድ አመት ብቻ መቀጣቱ ተገቢ አይደለም ,neutral
1151,ሀለት አመት  ቀልድ ነው የያዙት እነዚህ ሰዎች,negative
1152,አበራታች ህግ ሆኖ ነው ያገኘውት ህጉን አሰተማሪ ሳይሆን አበራታች ህግ ብለውስ  ወይ የኢትዮጵያ ህግ ያሳዝናል በጣም ቢፈታ ይሻላል ከዚህ አይነት ፍርድማ ሌሎች ለመሳረያ ንግድ ዙውውር የሚያበርታታ ህግ ነው ያለን ሀገራችን,negative
